año,entidad,mes,eventos
1997,aguascalientes,abril,737.0
1997,aguascalientes,agosto,502.0
1997,aguascalientes,diciembre,516.0
1997,aguascalientes,enero,737.0
1997,aguascalientes,febrero,737.0
1997,aguascalientes,julio,630.0
1997,aguascalientes,junio,737.0
1997,aguascalientes,marzo,737.0
1997,aguascalientes,mayo,737.0
1997,aguascalientes,noviembre,401.0
1997,aguascalientes,octubre,381.0
1997,aguascalientes,septiembre,404.0
1997,baja california,abril,8118.0
1997,baja california,agosto,8451.0
1997,baja california,diciembre,8429.0
1997,baja california,enero,7569.0
1997,baja california,febrero,7486.0
1997,baja california,julio,8245.0
1997,baja california,junio,8086.0
1997,baja california,marzo,8060.0
1997,baja california,mayo,8216.0
1997,baja california,noviembre,7853.0
1997,baja california,octubre,8692.0
1997,baja california,septiembre,8554.0
1997,baja california sur,abril,688.0
1997,baja california sur,agosto,737.0
1997,baja california sur,diciembre,725.0
1997,baja california sur,enero,617.0
1997,baja california sur,febrero,637.0
1997,baja california sur,julio,763.0
1997,baja california sur,junio,676.0
1997,baja california sur,marzo,649.0
1997,baja california sur,mayo,663.0
1997,baja california sur,noviembre,714.0
1997,baja california sur,octubre,726.0
1997,baja california sur,septiembre,759.0
1997,campeche,abril,597.0
1997,campeche,agosto,517.0
1997,campeche,diciembre,484.0
1997,campeche,enero,540.0
1997,campeche,febrero,499.0
1997,campeche,julio,595.0
1997,campeche,junio,585.0
1997,campeche,marzo,578.0
1997,campeche,mayo,549.0
1997,campeche,noviembre,575.0
1997,campeche,octubre,513.0
1997,campeche,septiembre,464.0
1997,chiapas,abril,1610.0
1997,chiapas,agosto,181.0
1997,chiapas,diciembre,1301.0
1997,chiapas,enero,1684.0
1997,chiapas,febrero,1571.0
1997,chiapas,julio,1559.0
1997,chiapas,junio,1702.0
1997,chiapas,marzo,1654.0
1997,chiapas,mayo,1669.0
1997,chiapas,noviembre,1329.0
1997,chiapas,octubre,1363.0
1997,chiapas,septiembre,1414.0
1997,chihuahua,abril,4444.0
1997,chihuahua,agosto,4436.0
1997,chihuahua,diciembre,4245.0
1997,chihuahua,enero,4563.0
1997,chihuahua,febrero,4161.0
1997,chihuahua,julio,4522.0
1997,chihuahua,junio,4581.0
1997,chihuahua,marzo,4578.0
1997,chihuahua,mayo,4686.0
1997,chihuahua,noviembre,4259.0
1997,chihuahua,octubre,4396.0
1997,chihuahua,septiembre,4592.0
1997,ciudad de mexico,abril,13713.0
1997,ciudad de mexico,agosto,14089.0
1997,ciudad de mexico,diciembre,14511.0
1997,ciudad de mexico,enero,13292.0
1997,ciudad de mexico,febrero,12864.0
1997,ciudad de mexico,julio,14440.0
1997,ciudad de mexico,junio,14133.0
1997,ciudad de mexico,marzo,13617.0
1997,ciudad de mexico,mayo,14203.0
1997,ciudad de mexico,noviembre,14570.0
1997,ciudad de mexico,octubre,15132.0
1997,ciudad de mexico,septiembre,13794.0
1997,coahuila,abril,1820.0
1997,coahuila,agosto,1414.0
1997,coahuila,diciembre,951.0
1997,coahuila,enero,1708.0
1997,coahuila,febrero,1457.0
1997,coahuila,julio,1754.0
1997,coahuila,junio,1590.0
1997,coahuila,marzo,1430.0
1997,coahuila,mayo,1564.0
1997,coahuila,noviembre,1015.0
1997,coahuila,octubre,1481.0
1997,coahuila,septiembre,1291.0
1997,colima,abril,656.0
1997,colima,agosto,613.0
1997,colima,diciembre,585.0
1997,colima,enero,695.0
1997,colima,febrero,673.0
1997,colima,julio,660.0
1997,colima,junio,586.0
1997,colima,marzo,667.0
1997,colima,mayo,637.0
1997,colima,noviembre,624.0
1997,colima,octubre,635.0
1997,colima,septiembre,606.0
1997,durango,abril,407.0
1997,durango,agosto,513.0
1997,durango,diciembre,619.0
1997,durango,enero,378.0
1997,durango,febrero,255.0
1997,durango,julio,513.0
1997,durango,junio,381.0
1997,durango,marzo,400.0
1997,durango,mayo,467.0
1997,durango,noviembre,471.0
1997,durango,octubre,436.0
1997,durango,septiembre,409.0
1997,guanajuato,abril,2901.0
1997,guanajuato,agosto,2608.0
1997,guanajuato,diciembre,2762.0
1997,guanajuato,enero,2846.0
1997,guanajuato,febrero,2729.0
1997,guanajuato,julio,2514.0
1997,guanajuato,junio,2743.0
1997,guanajuato,marzo,2645.0
1997,guanajuato,mayo,2793.0
1997,guanajuato,noviembre,2549.0
1997,guanajuato,octubre,2768.0
1997,guanajuato,septiembre,2695.0
1997,guerrero,abril,1570.0
1997,guerrero,agosto,1194.0
1997,guerrero,diciembre,1343.0
1997,guerrero,enero,1569.0
1997,guerrero,febrero,1569.0
1997,guerrero,julio,1615.0
1997,guerrero,junio,1567.0
1997,guerrero,marzo,1570.0
1997,guerrero,mayo,1569.0
1997,guerrero,noviembre,1701.0
1997,guerrero,octubre,1522.0
1997,guerrero,septiembre,1037.0
1997,hidalgo,abril,1113.0
1997,hidalgo,agosto,979.0
1997,hidalgo,diciembre,1058.0
1997,hidalgo,enero,1058.0
1997,hidalgo,febrero,1083.0
1997,hidalgo,julio,1037.0
1997,hidalgo,junio,1024.0
1997,hidalgo,marzo,1068.0
1997,hidalgo,mayo,1017.0
1997,hidalgo,noviembre,978.0
1997,hidalgo,octubre,1125.0
1997,hidalgo,septiembre,1136.0
1997,jalisco,abril,5663.0
1997,jalisco,agosto,5288.0
1997,jalisco,diciembre,5628.0
1997,jalisco,enero,5695.0
1997,jalisco,febrero,5160.0
1997,jalisco,julio,5807.0
1997,jalisco,junio,5656.0
1997,jalisco,marzo,5392.0
1997,jalisco,mayo,5298.0
1997,jalisco,noviembre,5165.0
1997,jalisco,octubre,5594.0
1997,jalisco,septiembre,5127.0
1997,mexico,abril,9221.0
1997,mexico,agosto,9745.0
1997,mexico,diciembre,8164.0
1997,mexico,enero,9950.0
1997,mexico,febrero,8350.0
1997,mexico,julio,9894.0
1997,mexico,junio,9487.0
1997,mexico,marzo,9394.0
1997,mexico,mayo,9350.0
1997,mexico,noviembre,8924.0
1997,mexico,octubre,9326.0
1997,mexico,septiembre,9506.0
1997,michoacan,abril,1742.0
1997,michoacan,agosto,1489.0
1997,michoacan,diciembre,1755.0
1997,michoacan,enero,1744.0
1997,michoacan,febrero,1742.0
1997,michoacan,julio,1459.0
1997,michoacan,junio,1505.0
1997,michoacan,marzo,1744.0
1997,michoacan,mayo,1744.0
1997,michoacan,noviembre,1840.0
1997,michoacan,octubre,1738.0
1997,michoacan,septiembre,1523.0
1997,morelos,abril,1246.0
1997,morelos,agosto,495.0
1997,morelos,diciembre,929.0
1997,morelos,enero,1447.0
1997,morelos,febrero,1397.0
1997,morelos,julio,1244.0
1997,morelos,junio,977.0
1997,morelos,marzo,1392.0
1997,morelos,mayo,1447.0
1997,morelos,noviembre,1339.0
1997,morelos,octubre,1262.0
1997,morelos,septiembre,826.0
1997,nayarit,abril,489.0
1997,nayarit,agosto,414.0
1997,nayarit,diciembre,406.0
1997,nayarit,enero,466.0
1997,nayarit,febrero,441.0
1997,nayarit,julio,409.0
1997,nayarit,junio,476.0
1997,nayarit,marzo,499.0
1997,nayarit,mayo,509.0
1997,nayarit,noviembre,471.0
1997,nayarit,octubre,489.0
1997,nayarit,septiembre,483.0
1997,nuevo leon,abril,3495.0
1997,nuevo leon,agosto,1207.0
1997,nuevo leon,diciembre,1146.0
1997,nuevo leon,enero,3280.0
1997,nuevo leon,febrero,3253.0
1997,nuevo leon,julio,1339.0
1997,nuevo leon,junio,3593.0
1997,nuevo leon,marzo,3785.0
1997,nuevo leon,mayo,3974.0
1997,nuevo leon,noviembre,1058.0
1997,nuevo leon,octubre,946.0
1997,nuevo leon,septiembre,1145.0
1997,oaxaca,abril,1071.0
1997,oaxaca,agosto,1627.0
1997,oaxaca,diciembre,1556.0
1997,oaxaca,enero,1073.0
1997,oaxaca,febrero,1070.0
1997,oaxaca,julio,1877.0
1997,oaxaca,junio,1073.0
1997,oaxaca,marzo,1069.0
1997,oaxaca,mayo,1072.0
1997,oaxaca,noviembre,1539.0
1997,oaxaca,octubre,1760.0
1997,oaxaca,septiembre,1868.0
1997,puebla,abril,2788.0
1997,puebla,agosto,2478.0
1997,puebla,diciembre,2554.0
1997,puebla,enero,2702.0
1997,puebla,febrero,2674.0
1997,puebla,julio,2684.0
1997,puebla,junio,2662.0
1997,puebla,marzo,2743.0
1997,puebla,mayo,2673.0
1997,puebla,noviembre,2805.0
1997,puebla,octubre,2718.0
1997,puebla,septiembre,2632.0
1997,queretaro,abril,935.0
1997,queretaro,agosto,1403.0
1997,queretaro,diciembre,1319.0
1997,queretaro,enero,1003.0
1997,queretaro,febrero,916.0
1997,queretaro,julio,1336.0
1997,queretaro,junio,998.0
1997,queretaro,marzo,921.0
1997,queretaro,mayo,999.0
1997,queretaro,noviembre,1142.0
1997,queretaro,octubre,1213.0
1997,queretaro,septiembre,606.0
1997,quintana roo,abril,1083.0
1997,quintana roo,agosto,970.0
1997,quintana roo,diciembre,1008.0
1997,quintana roo,enero,965.0
1997,quintana roo,febrero,952.0
1997,quintana roo,julio,1069.0
1997,quintana roo,junio,1033.0
1997,quintana roo,marzo,1089.0
1997,quintana roo,mayo,1074.0
1997,quintana roo,noviembre,1002.0
1997,quintana roo,octubre,1083.0
1997,quintana roo,septiembre,918.0
1997,san luis potosi,abril,1758.0
1997,san luis potosi,agosto,1531.0
1997,san luis potosi,diciembre,989.0
1997,san luis potosi,enero,1511.0
1997,san luis potosi,febrero,1535.0
1997,san luis potosi,julio,1367.0
1997,san luis potosi,junio,1603.0
1997,san luis potosi,marzo,2012.0
1997,san luis potosi,mayo,1648.0
1997,san luis potosi,noviembre,1023.0
1997,san luis potosi,octubre,2085.0
1997,san luis potosi,septiembre,1636.0
1997,sinaloa,abril,1277.0
1997,sinaloa,agosto,1165.0
1997,sinaloa,diciembre,1129.0
1997,sinaloa,enero,1291.0
1997,sinaloa,febrero,1206.0
1997,sinaloa,julio,1233.0
1997,sinaloa,junio,1285.0
1997,sinaloa,marzo,1365.0
1997,sinaloa,mayo,1288.0
1997,sinaloa,noviembre,791.0
1997,sinaloa,octubre,1274.0
1997,sinaloa,septiembre,1228.0
1997,sonora,abril,1898.0
1997,sonora,agosto,3562.0
1997,sonora,diciembre,3295.0
1997,sonora,enero,1290.0
1997,sonora,febrero,1760.0
1997,sonora,julio,1368.0
1997,sonora,junio,1530.0
1997,sonora,marzo,1621.0
1997,sonora,mayo,1565.0
1997,sonora,noviembre,3390.0
1997,sonora,octubre,3273.0
1997,sonora,septiembre,3630.0
1997,tabasco,abril,2532.0
1997,tabasco,agosto,2040.0
1997,tabasco,diciembre,1328.0
1997,tabasco,enero,2200.0
1997,tabasco,febrero,2268.0
1997,tabasco,julio,2311.0
1997,tabasco,junio,2257.0
1997,tabasco,marzo,2420.0
1997,tabasco,mayo,2467.0
1997,tabasco,noviembre,1270.0
1997,tabasco,octubre,1242.0
1997,tabasco,septiembre,2171.0
1997,tamaulipas,abril,2216.0
1997,tamaulipas,agosto,2366.0
1997,tamaulipas,diciembre,1954.0
1997,tamaulipas,enero,2217.0
1997,tamaulipas,febrero,2216.0
1997,tamaulipas,julio,2315.0
1997,tamaulipas,junio,2219.0
1997,tamaulipas,marzo,2217.0
1997,tamaulipas,mayo,2218.0
1997,tamaulipas,noviembre,2026.0
1997,tamaulipas,octubre,2233.0
1997,tamaulipas,septiembre,2308.0
1997,tlaxcala,abril,383.0
1997,tlaxcala,agosto,360.0
1997,tlaxcala,diciembre,412.0
1997,tlaxcala,enero,397.0
1997,tlaxcala,febrero,409.0
1997,tlaxcala,julio,388.0
1997,tlaxcala,junio,393.0
1997,tlaxcala,marzo,428.0
1997,tlaxcala,mayo,405.0
1997,tlaxcala,noviembre,378.0
1997,tlaxcala,octubre,411.0
1997,tlaxcala,septiembre,424.0
1997,veracruz,abril,4301.0
1997,veracruz,agosto,3166.0
1997,veracruz,diciembre,2993.0
1997,veracruz,enero,3963.0
1997,veracruz,febrero,3938.0
1997,veracruz,julio,3289.0
1997,veracruz,junio,4281.0
1997,veracruz,marzo,4450.0
1997,veracruz,mayo,4173.0
1997,veracruz,noviembre,3047.0
1997,veracruz,octubre,3164.0
1997,veracruz,septiembre,3138.0
1997,yucatan,abril,1151.0
1997,yucatan,agosto,873.0
1997,yucatan,diciembre,1830.0
1997,yucatan,enero,781.0
1997,yucatan,febrero,683.0
1997,yucatan,julio,812.0
1997,yucatan,junio,850.0
1997,yucatan,marzo,662.0
1997,yucatan,mayo,1663.0
1997,yucatan,noviembre,1599.0
1997,yucatan,octubre,1765.0
1997,yucatan,septiembre,1766.0
1997,zacatecas,abril,574.0
1997,zacatecas,agosto,553.0
1997,zacatecas,diciembre,597.0
1997,zacatecas,enero,642.0
1997,zacatecas,febrero,523.0
1997,zacatecas,julio,593.0
1997,zacatecas,junio,567.0
1997,zacatecas,marzo,545.0
1997,zacatecas,mayo,530.0
1997,zacatecas,noviembre,600.0
1997,zacatecas,octubre,621.0
1997,zacatecas,septiembre,612.0
1998,aguascalientes,abril,533.0
1998,aguascalientes,agosto,536.0
1998,aguascalientes,diciembre,544.0
1998,aguascalientes,enero,534.0
1998,aguascalientes,febrero,533.0
1998,aguascalientes,julio,531.0
1998,aguascalientes,junio,495.0
1998,aguascalientes,marzo,513.0
1998,aguascalientes,mayo,544.0
1998,aguascalientes,noviembre,552.0
1998,aguascalientes,octubre,523.0
1998,aguascalientes,septiembre,565.0
1998,baja california,abril,9124.0
1998,baja california,agosto,9348.0
1998,baja california,diciembre,8546.0
1998,baja california,enero,8829.0
1998,baja california,febrero,8426.0
1998,baja california,julio,9251.0
1998,baja california,junio,8930.0
1998,baja california,marzo,9591.0
1998,baja california,mayo,9069.0
1998,baja california,noviembre,9516.0
1998,baja california,octubre,9450.0
1998,baja california,septiembre,9479.0
1998,baja california sur,abril,631.0
1998,baja california sur,agosto,623.0
1998,baja california sur,diciembre,553.0
1998,baja california sur,enero,706.0
1998,baja california sur,febrero,624.0
1998,baja california sur,julio,617.0
1998,baja california sur,junio,668.0
1998,baja california sur,marzo,680.0
1998,baja california sur,mayo,655.0
1998,baja california sur,noviembre,720.0
1998,baja california sur,octubre,712.0
1998,baja california sur,septiembre,684.0
1998,campeche,abril,513.0
1998,campeche,agosto,497.0
1998,campeche,diciembre,515.0
1998,campeche,enero,522.0
1998,campeche,febrero,496.0
1998,campeche,julio,577.0
1998,campeche,junio,556.0
1998,campeche,marzo,566.0
1998,campeche,mayo,629.0
1998,campeche,noviembre,467.0
1998,campeche,octubre,542.0
1998,campeche,septiembre,540.0
1998,chiapas,abril,1682.0
1998,chiapas,agosto,1570.0
1998,chiapas,diciembre,588.0
1998,chiapas,enero,1902.0
1998,chiapas,febrero,1763.0
1998,chiapas,julio,1773.0
1998,chiapas,junio,1544.0
1998,chiapas,marzo,1956.0
1998,chiapas,mayo,1872.0
1998,chiapas,noviembre,810.0
1998,chiapas,octubre,1269.0
1998,chiapas,septiembre,1384.0
1998,chihuahua,abril,4535.0
1998,chihuahua,agosto,4696.0
1998,chihuahua,diciembre,4500.0
1998,chihuahua,enero,4489.0
1998,chihuahua,febrero,4059.0
1998,chihuahua,julio,4369.0
1998,chihuahua,junio,4483.0
1998,chihuahua,marzo,4651.0
1998,chihuahua,mayo,4233.0
1998,chihuahua,noviembre,4323.0
1998,chihuahua,octubre,4730.0
1998,chihuahua,septiembre,4759.0
1998,ciudad de mexico,abril,16151.0
1998,ciudad de mexico,agosto,16946.0
1998,ciudad de mexico,diciembre,16803.0
1998,ciudad de mexico,enero,18613.0
1998,ciudad de mexico,febrero,16690.0
1998,ciudad de mexico,julio,17561.0
1998,ciudad de mexico,junio,17142.0
1998,ciudad de mexico,marzo,17559.0
1998,ciudad de mexico,mayo,17293.0
1998,ciudad de mexico,noviembre,17247.0
1998,ciudad de mexico,octubre,17589.0
1998,ciudad de mexico,septiembre,16689.0
1998,coahuila,abril,1200.0
1998,coahuila,agosto,975.0
1998,coahuila,diciembre,1264.0
1998,coahuila,enero,1312.0
1998,coahuila,febrero,976.0
1998,coahuila,julio,1188.0
1998,coahuila,junio,959.0
1998,coahuila,marzo,1018.0
1998,coahuila,mayo,996.0
1998,coahuila,noviembre,1006.0
1998,coahuila,octubre,1245.0
1998,coahuila,septiembre,1002.0
1998,colima,abril,540.0
1998,colima,agosto,581.0
1998,colima,diciembre,616.0
1998,colima,enero,593.0
1998,colima,febrero,626.0
1998,colima,julio,619.0
1998,colima,junio,564.0
1998,colima,marzo,593.0
1998,colima,mayo,559.0
1998,colima,noviembre,623.0
1998,colima,octubre,621.0
1998,colima,septiembre,641.0
1998,durango,abril,673.0
1998,durango,agosto,545.0
1998,durango,diciembre,561.0
1998,durango,enero,512.0
1998,durango,febrero,615.0
1998,durango,julio,662.0
1998,durango,junio,759.0
1998,durango,marzo,625.0
1998,durango,mayo,700.0
1998,durango,noviembre,472.0
1998,durango,octubre,562.0
1998,durango,septiembre,331.0
1998,guanajuato,abril,2260.0
1998,guanajuato,agosto,2537.0
1998,guanajuato,diciembre,2342.0
1998,guanajuato,enero,2679.0
1998,guanajuato,febrero,2559.0
1998,guanajuato,julio,2648.0
1998,guanajuato,junio,2628.0
1998,guanajuato,marzo,2570.0
1998,guanajuato,mayo,2298.0
1998,guanajuato,noviembre,2243.0
1998,guanajuato,octubre,2282.0
1998,guanajuato,septiembre,2717.0
1998,guerrero,abril,1367.0
1998,guerrero,agosto,1398.0
1998,guerrero,diciembre,1092.0
1998,guerrero,enero,1025.0
1998,guerrero,febrero,1512.0
1998,guerrero,julio,1386.0
1998,guerrero,junio,1458.0
1998,guerrero,marzo,1650.0
1998,guerrero,mayo,1470.0
1998,guerrero,noviembre,1340.0
1998,guerrero,octubre,1443.0
1998,guerrero,septiembre,1300.0
1998,hidalgo,abril,989.0
1998,hidalgo,agosto,892.0
1998,hidalgo,diciembre,974.0
1998,hidalgo,enero,1004.0
1998,hidalgo,febrero,1022.0
1998,hidalgo,julio,934.0
1998,hidalgo,junio,980.0
1998,hidalgo,marzo,1067.0
1998,hidalgo,mayo,988.0
1998,hidalgo,noviembre,936.0
1998,hidalgo,octubre,975.0
1998,hidalgo,septiembre,1003.0
1998,jalisco,abril,4778.0
1998,jalisco,agosto,4772.0
1998,jalisco,diciembre,5034.0
1998,jalisco,enero,5386.0
1998,jalisco,febrero,4933.0
1998,jalisco,julio,4766.0
1998,jalisco,junio,4794.0
1998,jalisco,marzo,5147.0
1998,jalisco,mayo,4744.0
1998,jalisco,noviembre,4914.0
1998,jalisco,octubre,4856.0
1998,jalisco,septiembre,4661.0
1998,mexico,abril,11190.0
1998,mexico,agosto,12233.0
1998,mexico,diciembre,10790.0
1998,mexico,enero,10089.0
1998,mexico,febrero,10565.0
1998,mexico,julio,12310.0
1998,mexico,junio,12841.0
1998,mexico,marzo,11962.0
1998,mexico,mayo,12535.0
1998,mexico,noviembre,10565.0
1998,mexico,octubre,11466.0
1998,mexico,septiembre,12239.0
1998,michoacan,abril,1781.0
1998,michoacan,agosto,1690.0
1998,michoacan,diciembre,1851.0
1998,michoacan,enero,1721.0
1998,michoacan,febrero,1594.0
1998,michoacan,julio,1726.0
1998,michoacan,junio,1819.0
1998,michoacan,marzo,1936.0
1998,michoacan,mayo,1829.0
1998,michoacan,noviembre,1832.0
1998,michoacan,octubre,1886.0
1998,michoacan,septiembre,1791.0
1998,morelos,abril,1265.0
1998,morelos,agosto,1287.0
1998,morelos,diciembre,1146.0
1998,morelos,enero,627.0
1998,morelos,febrero,1030.0
1998,morelos,julio,1036.0
1998,morelos,junio,1192.0
1998,morelos,marzo,1475.0
1998,morelos,mayo,1211.0
1998,morelos,noviembre,1406.0
1998,morelos,octubre,1185.0
1998,morelos,septiembre,1335.0
1998,nayarit,abril,389.0
1998,nayarit,agosto,426.0
1998,nayarit,diciembre,366.0
1998,nayarit,enero,410.0
1998,nayarit,febrero,449.0
1998,nayarit,julio,426.0
1998,nayarit,junio,455.0
1998,nayarit,marzo,445.0
1998,nayarit,mayo,476.0
1998,nayarit,noviembre,404.0
1998,nayarit,octubre,412.0
1998,nayarit,septiembre,407.0
1998,nuevo leon,abril,1653.0
1998,nuevo leon,agosto,1965.0
1998,nuevo leon,diciembre,1465.0
1998,nuevo leon,enero,1584.0
1998,nuevo leon,febrero,1493.0
1998,nuevo leon,julio,1807.0
1998,nuevo leon,junio,1903.0
1998,nuevo leon,marzo,1693.0
1998,nuevo leon,mayo,2048.0
1998,nuevo leon,noviembre,1573.0
1998,nuevo leon,octubre,1589.0
1998,nuevo leon,septiembre,1708.0
1998,oaxaca,abril,1050.0
1998,oaxaca,agosto,866.0
1998,oaxaca,diciembre,929.0
1998,oaxaca,enero,1116.0
1998,oaxaca,febrero,1092.0
1998,oaxaca,julio,1010.0
1998,oaxaca,junio,1157.0
1998,oaxaca,marzo,1183.0
1998,oaxaca,mayo,1161.0
1998,oaxaca,noviembre,925.0
1998,oaxaca,octubre,1025.0
1998,oaxaca,septiembre,835.0
1998,puebla,abril,3068.0
1998,puebla,agosto,2867.0
1998,puebla,diciembre,2821.0
1998,puebla,enero,2834.0
1998,puebla,febrero,2725.0
1998,puebla,julio,2756.0
1998,puebla,junio,2878.0
1998,puebla,marzo,3214.0
1998,puebla,mayo,2759.0
1998,puebla,noviembre,2964.0
1998,puebla,octubre,2951.0
1998,puebla,septiembre,2727.0
1998,queretaro,abril,1212.0
1998,queretaro,agosto,1294.0
1998,queretaro,diciembre,1185.0
1998,queretaro,enero,1263.0
1998,queretaro,febrero,1189.0
1998,queretaro,julio,1468.0
1998,queretaro,junio,1359.0
1998,queretaro,marzo,1347.0
1998,queretaro,mayo,1269.0
1998,queretaro,noviembre,1234.0
1998,queretaro,octubre,1354.0
1998,queretaro,septiembre,1303.0
1998,quintana roo,abril,513.0
1998,quintana roo,agosto,497.0
1998,quintana roo,diciembre,515.0
1998,quintana roo,enero,522.0
1998,quintana roo,febrero,496.0
1998,quintana roo,julio,577.0
1998,quintana roo,junio,578.0
1998,quintana roo,marzo,566.0
1998,quintana roo,mayo,629.0
1998,quintana roo,noviembre,449.0
1998,quintana roo,octubre,542.0
1998,quintana roo,septiembre,540.0
1998,san luis potosi,abril,2051.0
1998,san luis potosi,agosto,792.0
1998,san luis potosi,diciembre,1262.0
1998,san luis potosi,enero,1500.0
1998,san luis potosi,febrero,1766.0
1998,san luis potosi,julio,1091.0
1998,san luis potosi,junio,1032.0
1998,san luis potosi,marzo,1710.0
1998,san luis potosi,mayo,1847.0
1998,san luis potosi,noviembre,1003.0
1998,san luis potosi,octubre,1669.0
1998,san luis potosi,septiembre,953.0
1998,sinaloa,abril,1275.0
1998,sinaloa,agosto,1273.0
1998,sinaloa,diciembre,1308.0
1998,sinaloa,enero,1389.0
1998,sinaloa,febrero,1269.0
1998,sinaloa,julio,1230.0
1998,sinaloa,junio,1293.0
1998,sinaloa,marzo,1410.0
1998,sinaloa,mayo,1239.0
1998,sinaloa,noviembre,1278.0
1998,sinaloa,octubre,1337.0
1998,sinaloa,septiembre,1334.0
1998,sonora,abril,3095.0
1998,sonora,agosto,2772.0
1998,sonora,diciembre,1533.0
1998,sonora,enero,3629.0
1998,sonora,febrero,3301.0
1998,sonora,julio,2642.0
1998,sonora,junio,3031.0
1998,sonora,marzo,3511.0
1998,sonora,mayo,2925.0
1998,sonora,noviembre,2671.0
1998,sonora,octubre,3378.0
1998,sonora,septiembre,3169.0
1998,tabasco,abril,2092.0
1998,tabasco,agosto,2042.0
1998,tabasco,diciembre,1796.0
1998,tabasco,enero,2066.0
1998,tabasco,febrero,1637.0
1998,tabasco,julio,2097.0
1998,tabasco,junio,2266.0
1998,tabasco,marzo,2279.0
1998,tabasco,mayo,2230.0
1998,tabasco,noviembre,1997.0
1998,tabasco,octubre,1895.0
1998,tabasco,septiembre,1980.0
1998,tamaulipas,abril,2097.0
1998,tamaulipas,agosto,2203.0
1998,tamaulipas,diciembre,2000.0
1998,tamaulipas,enero,2153.0
1998,tamaulipas,febrero,1890.0
1998,tamaulipas,julio,2226.0
1998,tamaulipas,junio,2140.0
1998,tamaulipas,marzo,2083.0
1998,tamaulipas,mayo,2081.0
1998,tamaulipas,noviembre,2293.0
1998,tamaulipas,octubre,2153.0
1998,tamaulipas,septiembre,2144.0
1998,tlaxcala,abril,388.0
1998,tlaxcala,agosto,268.0
1998,tlaxcala,diciembre,338.0
1998,tlaxcala,enero,350.0
1998,tlaxcala,febrero,355.0
1998,tlaxcala,julio,352.0
1998,tlaxcala,junio,337.0
1998,tlaxcala,marzo,388.0
1998,tlaxcala,mayo,388.0
1998,tlaxcala,noviembre,342.0
1998,tlaxcala,octubre,388.0
1998,tlaxcala,septiembre,387.0
1998,veracruz,abril,3033.0
1998,veracruz,agosto,3074.0
1998,veracruz,diciembre,3074.0
1998,veracruz,enero,2940.0
1998,veracruz,febrero,2923.0
1998,veracruz,julio,3132.0
1998,veracruz,junio,3304.0
1998,veracruz,marzo,3314.0
1998,veracruz,mayo,3273.0
1998,veracruz,noviembre,3183.0
1998,veracruz,octubre,3125.0
1998,veracruz,septiembre,3047.0
1998,yucatan,abril,1887.0
1998,yucatan,agosto,1911.0
1998,yucatan,diciembre,1923.0
1998,yucatan,enero,1748.0
1998,yucatan,febrero,1820.0
1998,yucatan,julio,1933.0
1998,yucatan,junio,1959.0
1998,yucatan,marzo,1947.0
1998,yucatan,mayo,2009.0
1998,yucatan,noviembre,1871.0
1998,yucatan,octubre,1930.0
1998,yucatan,septiembre,1817.0
1998,zacatecas,abril,680.0
1998,zacatecas,agosto,545.0
1998,zacatecas,diciembre,166.0
1998,zacatecas,enero,380.0
1998,zacatecas,febrero,621.0
1998,zacatecas,julio,579.0
1998,zacatecas,junio,701.0
1998,zacatecas,marzo,796.0
1998,zacatecas,mayo,853.0
1998,zacatecas,noviembre,432.0
1998,zacatecas,octubre,395.0
1998,zacatecas,septiembre,470.0
1999,aguascalientes,abril,570.0
1999,aguascalientes,agosto,611.0
1999,aguascalientes,diciembre,606.0
1999,aguascalientes,enero,540.0
1999,aguascalientes,febrero,499.0
1999,aguascalientes,julio,626.0
1999,aguascalientes,junio,642.0
1999,aguascalientes,marzo,595.0
1999,aguascalientes,mayo,652.0
1999,aguascalientes,noviembre,570.0
1999,aguascalientes,octubre,584.0
1999,aguascalientes,septiembre,659.0
1999,baja california,abril,9283.0
1999,baja california,agosto,8246.0
1999,baja california,diciembre,7889.0
1999,baja california,enero,8692.0
1999,baja california,febrero,8256.0
1999,baja california,julio,7884.0
1999,baja california,junio,7574.0
1999,baja california,marzo,9346.0
1999,baja california,mayo,8902.0
1999,baja california,noviembre,7531.0
1999,baja california,octubre,8403.0
1999,baja california,septiembre,7809.0
1999,baja california sur,abril,634.0
1999,baja california sur,agosto,650.0
1999,baja california sur,diciembre,642.0
1999,baja california sur,enero,585.0
1999,baja california sur,febrero,612.0
1999,baja california sur,julio,648.0
1999,baja california sur,junio,735.0
1999,baja california sur,marzo,672.0
1999,baja california sur,mayo,728.0
1999,baja california sur,noviembre,724.0
1999,baja california sur,octubre,704.0
1999,baja california sur,septiembre,681.0
1999,campeche,abril,477.0
1999,campeche,agosto,423.0
1999,campeche,diciembre,331.0
1999,campeche,enero,525.0
1999,campeche,febrero,453.0
1999,campeche,julio,488.0
1999,campeche,junio,463.0
1999,campeche,marzo,472.0
1999,campeche,mayo,560.0
1999,campeche,noviembre,336.0
1999,campeche,octubre,293.0
1999,campeche,septiembre,386.0
1999,chiapas,abril,1348.0
1999,chiapas,agosto,1371.0
1999,chiapas,diciembre,1208.0
1999,chiapas,enero,1218.0
1999,chiapas,febrero,1154.0
1999,chiapas,julio,1376.0
1999,chiapas,junio,1371.0
1999,chiapas,marzo,1368.0
1999,chiapas,mayo,1494.0
1999,chiapas,noviembre,1375.0
